time,gFx,gFy,gFz,TgF
0.541000,-0.2114,0.3758,0.9259,1.021
0.541000,-0.2100,0.3758,0.9247,1.020
0.541000,-0.2107,0.3755,0.9212,1.017
0.544000,-0.2095,0.3777,0.9154,1.012
0.549000,-0.2085,0.3755,0.9120,1.008
0.552000,-0.2090,0.3787,0.9083,1.006
0.553000,-0.2080,0.3789,0.9071,1.005
0.554000,-0.2075,0.3787,0.9034,1.001
0.557000,-0.2061,0.3799,0.9017,1.000
0.560000,-0.2044,0.3807,0.9010,0.999
0.565000,-0.2031,0.3816,0.9012,1.000
0.566000,-0.2041,0.3821,0.9015,1.000
0.570000,-0.2036,0.3824,0.9027,1.001
0.570000,-0.2005,0.3804,0.9017,0.999
0.584000,-0.2027,0.3816,0.9049,1.003
0.586000,-0.2031,0.3843,0.9054,1.004
0.587000,-0.2034,0.3843,0.9068,1.006
0.588000,-0.2000,0.3863,0.9090,1.008
0.589000,-0.1997,0.3836,0.9090,1.007
0.592000,-0.2009,0.3824,0.9105,1.008
0.592000,-0.1992,0.3814,0.9124,1.009
0.593000,-0.1990,0.3794,0.9164,1.012
0.596000,-0.1968,0.3772,0.9181,1.012
0.601000,-0.1941,0.3767,0.9195,1.012
0.601000,-0.1944,0.3777,0.9210,1.014
0.606000,-0.1924,0.3772,0.9247,1.017
0.607000,-0.1924,0.3780,0.9227,1.016
0.607000,-0.1948,0.3799,0.9261,1.020
0.607000,-0.1934,0.3826,0.9227,1.017
0.612000,-0.1948,0.3807,0.9251,1.019
0.615000,-0.1919,0.3811,0.9286,1.022
0.620000,-0.1895,0.3833,0.9308,1.024
0.620000,-0.1887,0.3816,0.9291,1.022
0.620000,-0.1883,0.3814,0.9327,1.025
0.624000,-0.1875,0.3789,0.9303,1.022
0.626000,-0.1880,0.3804,0.9334,1.025
0.629000,-0.1858,0.3794,0.9325,1.024
0.634000,-0.1885,0.3780,0.9320,1.023
0.634000,-0.1895,0.3787,0.9310,1.023
0.637000,-0.1863,0.3787,0.9283,1.020
0.638000,-0.1870,0.3780,0.9278,1.019
0.639000,-0.1856,0.3787,0.9264,1.018
0.642000,-0.1829,0.3789,0.9239,1.015
0.644000,-0.1824,0.3748,0.9190,1.009
0.648000,-0.1768,0.3760,0.9159,1.006
0.650000,-0.1743,0.3746,0.9127,1.002
0.651000,-0.1726,0.3748,0.9134,1.002
0.654000,-0.1668,0.3753,0.9129,1.001
0.656000,-0.1631,0.3746,0.9110,0.998
0.658000,-0.1590,0.3741,0.9098,0.996
0.661000,-0.1538,0.3758,0.9117,0.998
0.665000,-0.1514,0.3736,0.9164,1.001
0.667000,-0.1482,0.3758,0.9146,1.000
0.670000,-0.1455,0.3753,0.9176,1.002
0.673000,-0.1470,0.3763,0.9161,1.001
0.673000,-0.1465,0.3770,0.9178,1.003
0.677000,-0.1472,0.3760,0.9200,1.005
0.680000,-0.1441,0.3763,0.9203,1.005
0.682000,-0.1465,0.3750,0.9210,1.005
0.684000,-0.1482,0.3767,0.9251,1.010
0.686000,-0.1511,0.3746,0.9261,1.010
0.689000,-0.1511,0.3738,0.9259,1.010
0.691000,-0.1531,0.3719,0.9261,1.010
0.694000,-0.1553,0.3709,0.9288,1.012
0.697000,-0.1585,0.3680,0.9303,1.013
0.701000,-0.1585,0.3684,0.9295,1.012
0.701000,-0.1587,0.3675,0.9305,1.013
0.704000,-0.1614,0.3682,0.9317,1.015
0.706000,-0.1636,0.3665,0.9337,1.016
0.709000,-0.1629,0.3662,0.9344,1.017
0.711000,-0.1648,0.3697,0.9344,1.018
0.715000,-0.1675,0.3677,0.9342,1.018
0.716000,-0.1677,0.3675,0.9330,1.017
0.719000,-0.1690,0.3692,0.9344,1.019
0.721000,-0.1719,0.3665,0.9347,1.019
0.723000,-0.1738,0.3699,0.9364,1.022
0.726000,-0.1765,0.3709,0.9352,1.021
0.732000,-0.1775,0.3726,0.9366,1.024
0.733000,-0.1785,0.3728,0.9347,1.022
0.734000,-0.1778,0.3743,0.9347,1.022
0.736000,-0.1812,0.3770,0.9349,1.024
0.740000,-0.1821,0.3772,0.9354,1.025
0.741000,-0.1814,0.3797,0.9366,1.027
0.744000,-0.1858,0.3804,0.9386,1.030
0.748000,-0.1836,0.3811,0.9376,1.029
0.749000,-0.1843,0.3826,0.9378,1.030
0.751000,-0.1843,0.3814,0.9417,1.033
0.754000,-0.1839,0.3819,0.9430,1.034
0.756000,-0.1841,0.3787,0.9459,1.035
0.759000,-0.1829,0.3760,0.9491,1.037
0.761000,-0.1795,0.3775,0.9476,1.036
0.764000,-0.1795,0.3743,0.9508,1.037
0.766000,-0.1765,0.3719,0.9540,1.039
0.769000,-0.1760,0.3714,0.9552,1.040
0.771000,-0.1741,0.3697,0.9569,1.040
0.774000,-0.1716,0.3667,0.9564,1.039
0.776000,-0.1697,0.3665,0.9564,1.038
0.779000,-0.1712,0.3658,0.9591,1.041
0.782000,-0.1690,0.3662,0.9584,1.040
0.784000,-0.1665,0.3631,0.9608,1.041
0.786000,-0.1619,0.3631,0.9579,1.037
0.788000,-0.1631,0.3621,0.9540,1.033
0.791000,-0.1609,0.3623,0.9537,1.033
0.793000,-0.1580,0.3587,0.9515,1.029
0.797000,-0.1568,0.3601,0.9518,1.030
0.800000,-0.1538,0.3592,0.9491,1.026
0.804000,-0.1536,0.3599,0.9464,1.024
0.805000,-0.1550,0.3587,0.9474,1.025
0.806000,-0.1511,0.3592,0.9410,1.019
0.809000,-0.1516,0.3601,0.9430,1.021
0.811000,-0.1511,0.3604,0.9427,1.021
0.815000,-0.1509,0.3623,0.9405,1.019
0.820000,-0.1514,0.3621,0.9381,1.017
0.820000,-0.1533,0.3628,0.9400,1.019
0.821000,-0.1536,0.3658,0.9417,1.022
0.824000,-0.1548,0.3650,0.9388,1.019
0.826000,-0.1585,0.3662,0.9422,1.023
0.829000,-0.1604,0.3667,0.9422,1.024
0.833000,-0.1629,0.3650,0.9422,1.024
0.835000,-0.1633,0.3667,0.9391,1.021
0.836000,-0.1655,0.3667,0.9400,1.023
0.839000,-0.1668,0.3675,0.9420,1.025
0.842000,-0.1685,0.3702,0.9395,1.024
0.844000,-0.1724,0.3692,0.9395,1.024
0.848000,-0.1712,0.3709,0.9383,1.023
0.850000,-0.1716,0.3716,0.9366,1.022
0.852000,-0.1714,0.3726,0.9378,1.024
0.854000,-0.1729,0.3709,0.9354,1.021
0.856000,-0.1709,0.3726,0.9342,1.020
0.858000,-0.1677,0.3741,0.9334,1.019
0.861000,-0.1660,0.3748,0.9305,1.017
0.865000,-0.1665,0.3748,0.9293,1.016
0.868000,-0.1646,0.3763,0.9288,1.016
0.869000,-0.1609,0.3748,0.9271,1.013
0.871000,-0.1609,0.3746,0.9247,1.011
0.874000,-0.1592,0.3775,0.9210,1.008
0.876000,-0.1582,0.3753,0.9193,1.005
0.879000,-0.1577,0.3765,0.9200,1.007
0.882000,-0.1558,0.3760,0.9176,1.004
0.885000,-0.1563,0.3775,0.9149,1.002
0.886000,-0.1560,0.3777,0.9129,1.000
0.889000,-0.1582,0.3777,0.9105,0.998
0.891000,-0.1568,0.3787,0.9076,0.996
0.894000,-0.1553,0.3760,0.9083,0.995
0.898000,-0.1563,0.3785,0.9034,0.992
0.903000,-0.1550,0.3789,0.9054,0.994
0.904000,-0.1609,0.3797,0.9029,0.993
0.905000,-0.1597,0.3807,0.9041,0.994
0.906000,-0.1592,0.3802,0.9068,0.996
0.909000,-0.1633,0.3829,0.9061,0.997
0.911000,-0.1641,0.3853,0.9063,0.998
0.919000,-0.1641,0.3829,0.9049,0.996
0.922000,-0.1651,0.3855,0.9063,0.999
0.924000,-0.1687,0.3846,0.9088,1.001
0.925000,-0.1699,0.3853,0.9110,1.004
0.925000,-0.1734,0.3865,0.9154,1.009
0.926000,-0.1758,0.3875,0.9171,1.011
0.930000,-0.1773,0.3860,0.9212,1.014
0.934000,-0.1792,0.3860,0.9227,1.016
0.936000,-0.1817,0.3872,0.9256,1.020
0.937000,-0.1814,0.3853,0.9271,1.020
0.940000,-0.1824,0.3885,0.9273,1.022
0.945000,-0.1807,0.3858,0.9303,1.023
0.946000,-0.1785,0.3824,0.9317,1.023
0.949000,-0.1756,0.3836,0.9342,1.025
0.952000,-0.1729,0.3816,0.9354,1.025
0.953000,-0.1699,0.3814,0.9376,1.026
0.955000,-0.1641,0.3797,0.9376,1.025
0.957000,-0.1611,0.3782,0.9378,1.024
0.959000,-0.1604,0.3787,0.9405,1.027
0.961000,-0.1570,0.3765,0.9395,1.024
0.967000,-0.1568,0.3772,0.9388,1.024
0.971000,-0.1560,0.3780,0.9371,1.022
0.972000,-0.1531,0.3760,0.9376,1.022
0.973000,-0.1550,0.3736,0.9349,1.019
0.974000,-0.1533,0.3743,0.9266,1.011
0.976000,-0.1531,0.3738,0.9291,1.013
0.979000,-0.1526,0.3743,0.9288,1.013
0.983000,-0.1558,0.3753,0.9264,1.012
0.986000,-0.1546,0.3731,0.9256,1.010
0.988000,-0.1553,0.3743,0.9220,1.007
0.990000,-0.1563,0.3763,0.9193,1.006
0.992000,-0.1575,0.3753,0.9200,1.006
0.994000,-0.1609,0.3777,0.9215,1.009
1.002000,-0.1626,0.3804,0.9188,1.008
1.006000,-0.1665,0.3824,0.9112,1.002
