time,gFx,gFy,gFz,TgF,is_fall
4.8,-1.3532,-0.1497,-0.0327,1.36,0
4.9,-1.0301,-0.1699,0.3291,1.09,0
5,-0.7799,0.2718,0.2937,0.88,0
5.1,-0.6505,-0.1941,-0.011,0.68,0
5.2,-0.7918,0.1074,0.0244,0.8,0
5.3,-1.1847,0.448,0.0681,1.27,0
5.4,-1.0582,0.3221,0.0356,1.11,0
5.5,-1.0843,0.0715,0.0088,1.09,0
5.6,-0.9061,-0.0906,0.1848,0.93,0
5.7,-0.891,-0.0816,-0.0535,0.9,0
5.8,-0.8407,-0.0667,-0.1035,0.85,0
5.9,-1.257,0.2029,0.2261,1.29,0
6,-1.2357,0.1182,0.2503,1.27,0
6.1,-0.93,-0.1751,0.4949,1.07,0
6.2,-1.2228,0.2324,0.4605,1.33,0
6.3,-0.595,0.1377,0.1297,0.62,0
6.4,-0.8338,0.303,0.3777,0.96,0
6.5,-0.9081,0.5377,0.2644,1.09,0
6.6,-1.0834,0.3868,0.0337,1.15,0
6.7,-0.9254,0.1504,0.4273,1.03,0
6.8,-0.9193,0.1497,0.3628,1,0
6.9,-0.6712,0.1587,0.0603,0.69,0
7,-0.8866,0.1795,0.0767,0.91,0
7.1,-1.0438,0.1467,0.1113,1.06,0
7.2,-1.2313,0.1731,0.3377,1.29,0
7.3,-1.4655,0.2044,0.366,1.52,0
7.4,-0.2962,0.1826,0.1304,0.37,0
7.5,-0.7913,0.1831,0.1968,0.84,0
7.6,-1.0604,0.3011,0.2583,1.13,0
7.7,-0.9774,0.3907,-0.6258,1.22,0
7.8,-1.7734,0.3399,-0.0764,1.81,0
7.9,-1.048,0.137,0.1975,1.08,0
8,-0.7037,0.0432,0.3335,0.78,0
8.1,-0.7901,0.0864,0.3594,0.87,0
8.2,-1.1053,0.4378,-0.0071,1.19,0
8.3,-1.3588,0.2791,-0.4925,1.47,0
8.4,-1.0248,0.3684,0.4068,1.16,0
8.5,-0.597,0.2068,0.542,0.83,0
8.6,-0.7086,0.2459,0.2547,0.79,0
8.7,-0.8905,0.4336,0.1104,1,0
8.8,-0.992,0.4444,0.0303,1.09,0
8.9,-1.5036,0.3955,0.354,1.59,0
9,-1.2597,0.1399,0.23,1.29,0
9.1,-0.702,0.2315,0.2278,0.77,0
9.2,-0.8011,0.3658,-0.1008,0.89,0
9.3,-0.8595,0.3533,-0.0757,0.93,0
9.4,-1.0262,0.6087,0.0449,1.19,0
9.5,-1.1664,0.4358,0.1775,1.26,0
9.6,-1.1483,0.4195,0.0921,1.23,0
9.7,-0.6221,0.2002,0.0332,0.65,0
9.8,-0.8414,0.5491,-0.1157,1.01,0
9.9,-1.0751,0.6055,-0.2217,1.25,0
10,-1.2589,0.5882,-0.1204,1.39,0
10.1,-1.0809,0.1975,0.1575,1.11,0
10.2,-0.8751,0.3587,0.0156,0.95,0
10.3,-0.7623,0.1372,-0.1206,0.78,0
10.4,-0.9454,0.3955,-0.1633,1.04,0
10.5,-1.1307,0.5965,-0.5076,1.38,0
10.6,-1.2496,0.3282,-0.1079,1.3,0
10.7,-1.0541,0.4988,-0.0945,1.17,0
10.8,-0.5386,0.4165,-0.2383,0.72,0
10.9,-0.5457,0.4605,-0.2349,0.75,0
11,-0.7335,0.5889,-0.5096,1.07,0
11.1,-1.1014,0.7127,-0.3091,1.35,0
11.2,-0.8531,-0.0134,-0.3367,0.92,0
11.3,-0.7923,0.3514,-0.3465,0.93,0
11.4,-0.472,0.2395,-0.3348,0.63,0
11.5,-0.8111,0.2703,-0.3509,0.92,0
11.6,-1.3881,0.7059,-0.2461,1.58,0
11.7,-1.1664,0.5552,-0.262,1.32,0
11.8,-1.1598,0.2735,0.095,1.2,0
11.9,-0.9068,0.0188,-0.4527,1.01,0
12,-0.2686,0.6358,-0.357,0.78,0
12.1,-1.4494,0.4295,-0.3606,1.55,0
12.2,-1.5124,0.4063,0.0383,1.57,0
12.3,-1.2047,0.0471,-0.2183,1.23,0
12.4,-1.0025,0.1433,0.0071,1.01,0
12.5,-0.7906,0.0855,-0.2688,0.84,0
12.6,-0.8856,0.1536,0.0811,0.9,0
12.7,-1.0072,0.4185,-0.0022,1.09,0
12.8,-1.308,0.1133,0.2378,1.33,0
12.9,-0.6927,0.3365,0.0996,0.78,0
13,-0.7838,0.1651,0.0779,0.8,0
13.1,-0.8775,0.2874,0.1314,0.93,0
13.2,-1.0765,0.283,0.1926,1.13,0
13.3,-1.672,0.0989,0.2339,1.69,0
13.4,-0.784,0.1756,-0.0315,0.8,0
13.5,-0.7623,0.074,-0.0398,0.77,0
13.6,-0.867,0.0911,0.0689,0.87,0
13.7,-0.7323,0.3684,-0.1936,0.84,0
13.8,-1.1456,0.3597,0.3758,1.26,0
13.9,-1.204,0.3308,-0.094,1.25,0
14,-0.6116,0.2681,0.1814,0.69,0
14.1,-0.6458,0.1492,-0.1502,0.68,0
14.2,-0.8416,0.1475,-0.0498,0.86,0
14.3,-1.2389,0.1214,0.1463,1.25,0
14.4,-1.5658,0.24,-0.4202,1.64,0
14.5,-0.7804,0.061,-0.0977,0.79,0
14.6,-0.6173,0.0137,-0.1177,0.63,0
14.7,-0.6903,0.1807,-0.1758,0.73,0
14.8,-1.6752,0.3733,-0.0107,1.72,0
14.9,-0.9366,0.2295,-0.2354,0.99,0
15,-0.6165,0.3562,-0.2407,0.75,0
15.1,-0.7974,0.2613,-0.2591,0.88,0
15.2,-1.7858,-0.0584,0.0518,1.79,0
15.3,-1.2785,0.4024,-0.1885,1.35,0
15.4,-0.6111,0.0261,-0.0261,0.61,0
15.5,-0.6661,0.315,-0.3064,0.8,0
15.6,-1.2308,0.3338,-0.6842,1.45,0
15.7,-0.7547,0.2571,0.25,0.84,0
15.8,-1.141,0.1231,0.0151,1.15,0
15.9,-0.6043,0.2708,-0.2342,0.7,0
16,-0.8245,0.1746,0.1228,0.85,0
16.1,-1.058,0.2718,-0.3391,1.14,0
16.2,-1.2455,0.3924,-0.2124,1.32,0
16.3,-1.0839,-0.0928,0.0144,1.09,0
16.4,-1.0524,0.2757,-0.1043,1.09,0
16.5,-0.7755,0.0432,-0.0984,0.78,0
16.6,-0.8397,0.1917,-0.0889,0.87,0
16.7,-1.109,0.1033,-0.2241,1.14,0
16.8,-1.2365,0.0562,0.1704,1.25,0
16.9,-1.2284,-0.1568,0.3601,1.29,0
17,-0.7449,0.2088,-0.0317,0.77,0
17.1,-0.7786,0.1526,0.0549,0.8,0
17.2,-0.8292,0.2224,-0.054,0.86,0
17.3,-0.9784,0.1775,-0.1397,1,0
17.4,-1.2755,0.114,0.2554,1.31,0
17.5,-1.6352,0.0715,-0.2144,1.65,0
17.6,-0.7366,0.0649,-0.0286,0.74,0
17.7,-0.6712,0.1028,-0.2464,0.72,0
17.8,-0.8734,0.0391,-0.0952,0.88,0
17.9,-1.2472,0.1592,0.1506,1.27,0
18,-1.4687,0.3135,-0.1936,1.51,0
18.1,-0.7459,0.1712,0.1712,0.78,0
18.2,-0.6573,0.3101,-0.3086,0.79,0
18.3,-0.9305,0.3858,-0.2124,1.03,0
18.4,-1.298,0.1006,0.2425,1.32,0
18.5,-1.371,0.46,-0.0796,1.45,0
18.6,-0.7313,-0.0855,-0.0071,0.74,0
18.7,-0.4971,0.1167,-0.3938,0.64,0
18.8,-1.4552,0.21,-0.6285,1.6,0
18.9,-1.276,0.0212,0.0542,1.28,0
19,-1.2694,-0.1502,0.0388,1.28,0
19.1,-0.6253,0.2339,-0.1673,0.69,0
19.2,-0.7025,0.1348,0.023,0.72,0
19.3,-1.0934,0.3113,-0.2722,1.17,0
19.4,-1.3588,0.3211,-0.3391,1.44,0
19.5,-0.8463,-0.1177,0.2136,0.88,0
19.6,-1.2369,0.3269,-0.1724,1.29,0
19.7,-0.7208,0.1004,-0.2,0.75,0
19.8,-0.6964,-0.0237,-0.1257,0.71,0
19.9,-1.1451,0.1819,-0.4395,1.24,0
20,-1.2997,0.0415,-0.284,1.33,0
20.1,-1.1461,0.0144,0.2427,1.17,0
20.2,-0.7254,0.2908,-0.0867,0.79,0
20.3,-0.6627,0.1204,0.0322,0.67,0
20.4,-1.0558,0.3047,-0.2818,1.13,0
20.5,-1.1854,0.4268,-0.3533,1.31,0
20.6,-0.9266,0.0122,-0.0337,0.93,0
20.7,-1.3261,0.4524,-0.0745,1.4,0
20.8,-0.754,0.0706,-0.2483,0.8,0
20.9,-0.5875,-0.0325,-0.1502,0.61,0
21,-1.0653,0.1839,-0.4961,1.19,0
21.1,-1.2907,0.063,-0.2737,1.32,0
21.2,-1.0311,0.0134,0.072,1.03,0
21.3,-0.7513,0.2901,-0.2376,0.84,0
21.4,-0.6759,0.0938,-0.0837,0.69,0
21.5,-1.0526,0.2959,-0.3394,1.14,0
21.6,-1.3556,0.2971,-0.2439,1.41,0
21.7,-0.9752,-0.3902,0.0999,1.06,0
21.8,-1.0118,0.5765,-0.3489,1.22,0
21.9,-0.5543,-0.1043,-0.1211,0.58,0
22,-0.7589,0.1087,-0.2439,0.8,0
22.1,-1.1969,-0.0225,-0.2571,1.22,0
22.2,-1.3129,-0.1267,-0.0869,1.32,0
22.3,-1.1522,0.0693,-0.0811,1.16,0
22.4,-0.6275,0.1265,-0.1116,0.65,0
22.5,-0.6238,-0.0266,0.0376,0.63,0
22.6,-0.9596,0.1568,-0.1716,0.99,0
22.7,-1.1117,0.2378,0.0759,1.14,0
22.8,-1.1451,0.1975,0.2322,1.19,0
22.9,-0.9723,0.0315,0.7073,1.2,0
23,-0.8531,-0.1616,0.4524,0.98,0
23.1,-1.0611,-0.0015,0.3997,1.13,0
23.2,-1.0257,0.0239,-0.1118,1.03,0
23.3,-1.3016,-0.0645,0.2451,1.33,0
23.4,-0.7779,-0.5784,0.5105,1.1,0
23.5,-1.0807,-0.3802,0.0352,1.15,0
23.6,-0.7469,-0.2544,-0.3374,0.86,0
23.7,-1.0609,-0.1502,0.1829,1.09,0
23.8,-0.7645,-0.219,0.0999,0.8,0
23.9,-0.9908,-0.1621,0.2759,1.04,0
24,-0.9701,-0.5919,0.6002,1.29,0
24.1,-0.7894,-0.4566,0.5972,1.09,0
24.2,-1.4091,0.3289,0.375,1.49,0
24.3,-0.7098,0.0925,0.7569,1.04,0
24.4,-0.7276,-0.1001,1.0033,1.24,0
24.5,-0.5906,0.0325,1.0157,1.18,0
24.6,-0.3374,0.0684,1.0399,1.1,0
24.7,-0.4832,0.325,0.7052,0.91,0
24.8,-0.1113,0.323,0.4937,0.6,0
24.9,-0.2288,0.5965,0.6737,0.93,0
25,-0.1521,0.7108,0.9066,1.16,0
25.1,-0.2346,0.9271,0.5022,1.08,0
25.2,-0.2266,0.5716,0.7222,0.95,0
25.3,-0.5228,0.7178,0.545,1.04,0
25.4,-0.1414,0.7061,0.5367,0.9,0
25.5,-0.2256,0.7918,0.5582,0.99,0
25.6,-0.0305,0.8341,0.597,1.03,0
25.7,0.1655,0.7503,0.7156,1.05,0
25.8,0.3438,0.5955,0.7222,1,0
25.9,-0.1189,0.4908,0.9779,1.1,0
26,-0.0972,0.5757,0.6234,0.85,0
26.1,-0.1311,0.6551,0.7884,1.03,0
26.2,-0.1807,0.6487,0.9078,1.13,0
26.3,-0.3516,0.6568,0.964,1.22,0
26.4,-0.2588,0.5596,0.7498,0.97,0
26.5,-0.1785,0.555,0.6695,0.89,0
26.6,-0.1184,0.6121,0.5355,0.82,0
26.7,-0.1047,0.6597,0.7515,1.01,0
26.8,-0.1157,0.7821,0.8175,1.14,0
26.9,-0.0364,0.5001,1.2377,1.34,0
27,-0.2053,0.5582,0.953,1.12,0
27.1,-0.1372,0.4629,0.7618,0.9,0
27.2,-0.1177,0.5828,0.6265,0.86,0
27.3,-0.0452,0.6793,0.8751,1.11,0
27.4,-0.1372,0.6236,0.8441,1.06,0
27.5,-0.4222,0.544,1.1166,1.31,0
27.6,-0.2324,0.4556,1.0802,1.2,0
27.7,-0.0979,0.5579,0.6219,0.84,0
27.8,-0.1648,0.5884,0.7813,0.99,0
27.9,-0.1067,0.6951,0.7826,1.05,0
28,-0.1482,0.7379,0.9439,1.21,0
28.1,-0.072,0.669,0.6866,0.96,0
28.2,-0.0889,0.5113,0.6956,0.87,0
28.3,-0.083,0.5792,0.5325,0.79,0
28.4,-0.0796,0.6829,0.7039,0.98,0
28.5,-0.19,0.6678,0.9564,1.18,0
28.6,-0.4043,0.6929,1.0067,1.29,0
28.7,-0.2725,0.5606,0.7086,0.94,0
28.8,-0.0725,0.48,0.6729,0.83,0
28.9,-0.0798,0.5569,0.5645,0.8,0
29,-0.0713,0.6165,0.7738,0.99,0
29.1,-0.1194,0.7318,0.9049,1.17,0
29.2,-0.0005,0.5113,1.3165,1.41,0
29.3,-0.0823,0.522,0.8355,0.99,0
29.4,-0.155,0.491,0.7681,0.92,0
29.5,-0.0986,0.5665,0.5372,0.79,0
29.6,-0.0701,0.6253,0.8145,1.03,0
29.7,-0.1983,0.618,0.9527,1.15,0
29.8,-0.3767,0.4673,1.193,1.34,0
29.9,-0.4495,0.5279,0.8631,1.11,0
30,-0.1111,0.449,0.5889,0.75,0
30.1,-0.156,0.4961,0.7672,0.93,0
30.2,-0.0786,0.5499,0.8814,1.04,0
30.3,-0.0652,0.5823,1.0133,1.17,0
30.4,0.0161,0.3843,1.036,1.11,0
30.5,-0.3052,0.3697,1.0563,1.16,0
30.6,-0.1939,0.409,0.6583,0.8,0
30.7,-0.1917,0.4454,0.7735,0.91,0
30.8,-0.2705,0.5203,0.9212,1.09,0
30.9,-0.2383,0.5245,0.8836,1.05,0
31,-0.3089,0.4642,0.8123,0.99,0
31.1,-0.3289,0.4476,0.953,1.1,0
31.2,-0.1546,0.4952,0.5713,0.77,0
31.3,-0.208,0.5543,0.7156,0.93,0
31.4,-0.1497,0.6094,0.8614,1.07,0
31.5,-0.1001,0.535,1.1464,1.27,0
31.6,-0.0728,0.4285,0.8341,0.94,0
31.7,-0.2097,0.3536,0.8485,0.94,0
31.8,-0.1333,0.4092,0.7152,0.83,0
31.9,-0.1087,0.4544,0.8529,0.97,0
32,-0.1861,0.469,1.0448,1.16,0
32.1,-0.2881,0.5518,0.9178,1.11,0
32.2,-0.1404,0.4034,0.741,0.86,0
32.3,-0.1145,0.3672,0.9298,1.01,0
32.4,-0.0134,0.43,0.71,0.83,0
32.5,-0.1294,0.4954,0.8526,0.99,0
32.6,-0.1123,0.5506,0.8849,1.05,0
32.7,-0.0159,0.4563,1.1112,1.2,0
32.8,-0.1868,0.4773,0.8907,1.03,0
32.9,-0.1961,0.3396,0.7125,0.81,0
33,-0.1829,0.4417,0.6761,0.83,0
33.1,-0.1318,0.4854,0.7369,0.89,0
33.2,-0.2171,0.5914,0.8954,1.09,0
33.3,-0.1553,0.3785,1.1669,1.24,0
33.4,-0.4375,0.4778,0.9024,1.11,0
33.5,-0.2649,0.4009,0.577,0.75,0
33.6,-0.1316,0.6331,0.6085,0.89,0
33.7,-0.1704,0.5298,0.7901,0.97,0
33.8,-0.3013,0.5345,0.8788,1.07,0
33.9,-0.3721,0.2388,0.7752,0.89,0
34,-0.5084,-0.1309,0.5584,0.77,0
34.1,-0.9496,-0.1538,0.6802,1.18,0
34.2,-0.9605,-0.157,0.5208,1.1,0
34.3,-1.3395,-0.0923,0.5274,1.44,0
34.4,-1.351,-0.0542,0.4417,1.42,0
34.5,-0.7237,-0.4043,-0.1311,0.84,0
34.6,-0.8433,-0.2559,-0.0439,0.88,0
34.7,-1.0272,-0.333,0.6212,1.25,0
34.8,-0.3958,-0.4119,0.1641,0.59,0
34.9,-1.8974,-0.0125,0.0039,1.9,0
35,-0.7489,-0.229,0.8177,1.13,0
35.1,-1.0272,-0.1524,0.2598,1.07,0
35.2,-0.1524,-0.0979,0.284,0.34,0
35.3,-1.5031,0.365,-0.1233,1.55,0
35.4,-1.6979,-0.0259,0.0857,1.7,0
35.5,-1.3585,-0.1326,0.2083,1.38,0
35.6,-0.4861,-0.605,-0.3203,0.84,0
35.7,-0.5088,0.1111,0.1792,0.55,0
35.8,-0.9647,-0.2285,0.0823,0.99,0
35.9,-0.7391,-0.3767,-0.1687,0.85,0
36,-1.1105,-0.396,-0.1699,1.19,0
36.1,-1.505,-0.1196,0.2925,1.54,0
36.2,-1.2926,0.0747,0.1548,1.3,0
36.3,-0.2337,-0.6675,0.7264,1.01,0
36.4,-1.1141,-0.2654,0.1069,1.15,0
36.5,-1.0499,-0.2559,0.1651,1.09,0
36.6,-1.0358,-0.1731,-0.0242,1.05,0
36.7,-1.3671,0.2117,0.2749,1.41,0
36.8,-0.9762,-0.0322,-0.0066,0.98,0
36.9,-1.1251,-0.0857,0.0518,1.13,0
37,-0.849,0.2312,-0.0171,0.88,0
37.1,-1.2238,-0.2288,0.2239,1.26,0
37.2,-1.068,-0.0823,0.5814,1.22,0
37.3,-1.2118,0.0847,0.5164,1.32,0
37.4,-0.9417,0.0335,0.3374,1,0
37.5,-0.92,-0.0371,0.148,0.93,0
37.6,-1.1822,0.0847,0.0969,1.19,0
37.7,-1.4169,0.0518,0.2488,1.44,0
37.8,-0.5396,-0.1416,0.3775,0.67,0
37.9,-1.0074,0.1716,0.1641,1.04,0
38,-0.6182,0.0681,-0.2434,0.67,0
38.1,-0.7371,-0.0869,-0.064,0.74,0
38.2,-1.1005,-0.1008,0.0247,1.11,0
38.3,-1.1561,-0.0486,0.0332,1.16,0
38.4,-0.9349,0.1091,0.5716,1.1,0
38.5,-0.9088,0.1079,0.1035,0.92,0
38.6,-0.7445,0.0378,0.2083,0.77,0
38.7,-0.868,0.1072,0.1345,0.88,0
38.8,-1.0145,0.2906,0.1143,1.06,0
38.9,-1.0734,0.1655,0.3199,1.13,0
39,-1.2755,0.0337,0.0798,1.28,0
39.1,-1.0531,-0.0598,-0.0562,1.06,0
39.2,-0.8177,0.1023,-0.0249,0.82,0
39.3,-0.9867,-0.0515,-0.0781,0.99,0
39.4,-1.1503,-0.1084,0.2908,1.19,0
39.5,-1.2675,0.1836,0.1958,1.3,0
39.6,-0.9605,0.0483,0.2637,1,0
39.7,-0.9244,-0.0105,0.033,0.93,0
39.8,-1.0011,0.3318,0.177,1.07,0
39.9,-0.8541,-0.1736,0.2254,0.9,0
40,-1.184,-0.2888,0.2742,1.25,0
40.1,-0.909,0.1152,-0.0234,0.92,0
40.2,-0.9969,-0.0112,-0.074,1,0
40.3,-0.7567,-0.0742,0.3142,0.82,0
40.4,-1.3009,-0.1814,0.3338,1.36,0
40.5,-1.0592,0.0786,0.2898,1.1,0
40.6,-1.0267,0.1477,0.0608,1.04,0
40.7,-0.9864,-0.0293,0.4441,1.08,0
40.8,-1.0008,-0.0212,0.1445,1.01,0
40.9,-1.0155,-0.0061,-0.0337,1.02,0
41,-0.9952,0.187,-0.0466,1.01,0
41.1,-0.7025,0.0093,0.1502,0.72,0
41.2,-1.1149,-0.0093,0.4478,1.2,0
41.3,-1.1442,0.283,0.3091,1.22,0
41.4,-0.9547,0.1338,0.0542,0.97,0
41.5,-0.8436,0.2234,0.2166,0.9,0
41.6,-1.0216,-0.0635,0.1504,1.03,0
41.7,-1.3041,-0.2845,0.1228,1.34,0
41.8,-0.8089,0.0366,0.0855,0.81,0
41.9,-0.8971,0.0864,-0.1184,0.91,0
42,-1.1356,0.2263,-0.0769,1.16,0
42.1,-0.962,0.1797,0.4402,1.07,0
42.2,-1.4069,0.1734,0.2266,1.44,0
42.3,-0.7684,-0.0127,0.1883,0.79,0
42.4,-0.8683,0.176,0.0984,0.89,0
42.5,-1.1359,0.0967,0.125,1.15,0
42.6,-1.1354,-0.0256,0.3704,1.19,0
42.7,-1.139,-0.0918,0.3453,1.19,0
42.8,-0.8575,-0.0735,0.0535,0.86,0
42.9,-0.7948,-0.0371,0.0764,0.8,0
43,-0.9791,0.0391,0.0322,0.98,0
43.1,-1.3688,0.2368,-0.0996,1.39,0
43.2,-1.0172,0.1079,0.4646,1.12,0
43.3,-1.1376,0.1577,0.0928,1.15,0
43.4,-0.7618,0.0046,0.2178,0.79,0
43.5,-0.8514,0.0881,0.1377,0.87,0
43.6,-0.9623,0.1524,0.2644,1.01,0
43.7,-0.9173,0.0669,0.0938,0.92,0
43.8,-1.0008,-0.148,0.291,1.05,0
43.9,-1.1488,-0.1594,0.0872,1.16,0
44,-1.0663,-0.0215,-0.0237,1.07,0
44.1,-0.877,-0.0037,-0.0286,0.88,0
44.2,-0.9015,0.0852,-0.041,0.91,0
44.3,-0.8387,0.1856,0.3592,0.93,0
44.4,-1.4814,0.3201,0.3631,1.56,0
44.5,-0.8709,0.0569,0.2107,0.9,0
44.6,-0.9249,0.1218,0.0154,0.93,0
44.7,-0.8316,0.1922,0.1599,0.87,0
44.8,-1.0885,0.0281,0.2329,1.11,0
44.9,-1.2548,-0.2771,0.0767,1.29,0
45,-0.7232,0.0999,0.054,0.73,0
45.1,-0.9298,-0.0645,-0.0359,0.93,0
45.2,-1.0843,0.2393,0.023,1.11,0
45.3,-0.8267,0.0659,0.3335,0.89,0
45.4,-1.3495,0.3128,0.1157,1.39,0
45.5,-0.8297,0.072,0.0894,0.84,0
45.6,-0.891,0.3028,0.0288,0.94,0
45.7,-1.0196,0.2322,0.0178,1.05,0
45.8,-1.2125,-0.283,0.1489,1.25,0
45.9,-1.3573,-0.012,0.3406,1.4,0
46,-0.7669,0.0842,0.2329,0.81,0
46.1,-0.8565,0.0005,-0.0767,0.86,0
46.2,-1.129,0.0437,-0.0625,1.13,0
46.3,-1.362,-0.0964,0.1199,1.37,0
46.4,-0.963,0.0662,0.6129,1.14,0
46.5,-0.9234,0.1602,0.085,0.94,0
46.6,-0.7547,0.0515,0.1902,0.78,0
46.7,-0.9601,0.1189,0.1184,0.97,0
46.8,-1.1141,0.1052,0.2002,1.14,0
46.9,-1.3954,0.2576,0.3313,1.46,0
47,-0.9483,-0.2422,0.3833,1.05,0
47.1,-0.9413,0.0366,0.2273,0.97,0
47.2,-0.7755,-0.0535,0.0432,0.78,0
47.3,-0.9386,-0.0234,-0.117,0.95,0
47.4,-1.4303,0.0339,-0.3142,1.46,0
47.5,-1.0616,-0.1558,0.1272,1.08,0
47.6,-1.1429,-0.1611,0.3702,1.21,0
47.7,-0.7288,0.0901,0.0718,0.74,0
47.8,-0.8131,0.0337,0.1587,0.83,0
47.9,-1.1693,0.0671,0.0293,1.17,0
48,-1.4745,0.169,-0.0874,1.49,0
48.1,-0.7078,-0.0984,0.3826,0.81,0
48.2,-1.1493,0.1638,0.241,1.19,0
48.3,-0.8289,-0.0107,0.0129,0.83,0
48.4,-0.68,-0.2273,-0.0352,0.72,0
48.5,-1.2511,0.0251,-0.2715,1.28,0
48.6,-1.2887,-0.2469,-0.1765,1.32,0
48.7,-0.996,-0.3562,0.431,1.14,0
48.8,-0.93,0.1594,0.0886,0.95,0
48.9,-0.7281,-0.0364,0.1665,0.75,0
49,-1.0641,0.0623,-0.0022,1.07,0
49.1,-1.3624,0.312,0.1194,1.4,0
49.2,-0.9154,-0.0259,0.3072,0.97,0
49.3,-1.275,0.0549,0.1514,1.29,0
49.4,-0.7655,-0.0879,0.0049,0.77,0
49.5,-0.6622,-0.1677,-0.0628,0.69,0
49.6,-1.1981,0.0281,-0.1846,1.21,0
49.7,-1.5024,-0.0945,-0.3321,1.54,0
49.8,-0.8194,-0.211,0.44,0.95,0
49.9,-0.9842,0.1304,-0.0378,0.99,0
50,-0.6939,0.0525,0.2429,0.74,0
50.1,-1.0665,0.0925,0.0132,1.07,0
50.2,-1.2125,0.3006,0.1873,1.26,0
50.3,-1.1857,0.1792,0.2625,1.23,0
50.4,-1.0672,-0.2227,0.3284,1.14,0
50.5,-0.7938,-0.1504,0.1233,0.82,0
50.6,-0.7205,-0.1299,-0.0005,0.73,0
50.7,-0.9452,0.0339,-0.2009,0.97,0
50.8,-1.4716,0.1585,-0.5118,1.57,0
50.9,-0.8617,-0.1338,0.1306,0.88,0
51,-1.1837,-0.1157,0.0376,1.19,0
51.1,-0.7166,0.0894,0.0928,0.73,0
51.2,-0.8602,0.0325,0.0764,0.86,0
51.3,-1.2577,0.125,0.0115,1.26,0
51.4,-1.4733,0.0794,0.0427,1.48,0
51.5,-0.7423,-0.3758,0.4585,0.95,0
51.6,-1.0091,0.0725,0.103,1.02,0
51.7,-0.7569,-0.0388,-0.0823,0.76,0
51.8,-0.8162,-0.1343,-0.0554,0.83,0
51.9,-1.3754,-0.1353,-0.2295,1.4,0
52,-1.1595,-0.2063,-0.3587,1.23,0
52.1,-0.8014,-0.1773,0.2823,0.87,0
52.2,-0.9488,0.1961,0.0647,0.97,0
52.3,-0.6898,0.0037,0.2132,0.72,0
52.4,-1.0585,0.1004,-0.0466,1.06,0
52.5,-1.3705,0.3167,-0.0029,1.41,0
52.6,-0.9715,0.1216,0.176,0.99,0
52.7,-1.1495,0.0176,0.2947,1.19,0
52.8,-0.7606,-0.0537,0.0569,0.76,0
52.9,-0.7633,-0.1109,-0.0061,0.77,0
53,-1.1341,0.0439,-0.2459,1.16,0
53.1,-1.4228,-0.0356,-0.4683,1.5,0
53.2,-0.848,-0.074,0.377,0.93,0
53.3,-1.1788,0.1455,-0.2581,1.22,0
53.4,-0.6187,0.0613,0.1944,0.65,0
53.5,-1.0013,0.0413,-0.0212,1,0
53.6,-1.2189,0.2569,0.1966,1.26,0
